center_id,district,crop,farmers_arrived,farmers_processed,queue_length,number_of_counters,average_processing_time,arrival_rate,hour,day_of_week,is_weekend,is_holiday,waiting_time
C003,Indore,Gram,46,17,29,2,8.0,4.74,11,3,0,0,150.1
C005,Nashik,Paddy,33,19,14,5,4.0,7.16,17,5,0,0,11.3
C003,Indore,Soybean,41,37,4,2,8.0,4.95,17,4,0,0,17.7
C003,Indore,Gram,50,21,29,3,4.0,6.66,10,3,0,0,43.0
C005,Nashik,Maize,66,29,37,5,8.0,8.96,18,2,0,0,64.2
C005,Nashik,Maize,57,23,34,5,4.0,3.16,13,4,0,0,39.9
C002,Ludhiana,Paddy,30,23,7,4,8.0,2.17,16,2,0,0,16.0
C002,Ludhiana,Paddy,31,19,12,3,4.0,4.36,10,6,1,0,19.5
C005,Nashik,Wheat,51,6,45,5,8.0,9.92,15,1,0,0,75.9
C004,Sehore,Wheat,38,24,14,5,5.0,6.49,11,4,0,0,18.5
C005,Nashik,Mustard,56,47,9,3,8.0,9.18,8,6,1,0,27.8
C001,Karnal,Mustard,59,49,10,5,4.0,6.53,14,2,0,1,10.4
C002,Ludhiana,Soybean,83,48,35,6,6.0,3.17,18,2,0,0,39.4
C005,Nashik,Soybean,50,9,41,4,7.0,9.39,11,0,1,0,109.3
C001,Karnal,Maize,59,25,34,3,5.0,6.57,9,2,0,0,61.9
C004,Sehore,Gram,62,24,38,3,5.0,8.8,12,5,0,0,85.1
C002,Ludhiana,Soybean,48,47,1,3,4.0,8.82,14,4,0,0,3.3
C001,Karnal,Wheat,50,17,33,2,7.0,2.6,18,1,0,0,118.8
C001,Karnal,Wheat,42,8,34,2,7.0,6.9,12,0,1,0,175.6
C003,Indore,Wheat,57,45,12,5,7.0,6.17,17,3,0,0,18.7
C001,Karnal,Maize,63,22,41,4,5.0,4.16,15,3,0,0,55.3
C002,Ludhiana,Wheat,57,31,26,5,5.0,7.37,17,1,0,0,29.3
C001,Karnal,Maize,33,8,25,5,7.0,9.86,17,5,0,0,36.3
C003,Indore,Wheat,83,39,44,5,8.0,4.1,11,1,0,0,92.2
C002,Ludhiana,Mustard,40,27,13,4,5.0,9.33,14,0,1,0,26.6
C004,Sehore,Wheat,55,11,44,3,5.0,2.63,10,0,1,0,88.5
C004,Sehore,Paddy,43,34,9,6,6.0,5.97,17,2,0,0,8.8
C004,Sehore,Wheat,41,21,20,6,6.0,6.74,10,6,1,0,23.6
C004,Sehore,Mustard,39,32,7,6,4.0,4.2,8,1,0,0,6.2
C001,Karnal,Soybean,21,14,7,5,8.0,9.24,15,5,0,0,13.7
C001,Karnal,Wheat,74,42,32,3,4.0,6.29,10,0,1,0,52.0
C004,Sehore,Paddy,58,36,22,6,8.0,8.28,18,4,0,0,33.0
C002,Ludhiana,Gram,49,16,33,3,4.0,6.35,13,3,0,1,46.9
C004,Sehore,Maize,87,42,45,2,7.0,6.36,18,3,0,0,164.6
C001,Karnal,Soybean,62,36,26,5,4.0,3.89,14,4,0,0,27.7
C001,Karnal,Mustard,49,14,35,2,7.0,2.67,10,1,0,0,126.1
C002,Ludhiana,Wheat,27,26,1,5,6.0,6.31,15,0,1,0,1.1
C002,Ludhiana,Maize,58,16,42,2,8.0,2.58,17,1,0,0,172.6
C004,Sehore,Gram,77,39,38,2,8.0,8.18,12,1,0,0,195.0
C003,Indore,Gram,16,7,9,2,5.0,8.81,8,4,0,0,22.5
C005,Nashik,Soybean,56,23,33,6,6.0,7.19,12,4,0,0,46.2
C005,Nashik,Gram,46,27,19,2,4.0,5.61,16,4,0,0,41.5
C001,Karnal,Maize,39,16,23,5,4.0,3.88,16,3,0,0,21.1
C005,Nashik,Maize,73,33,40,3,4.0,4.2,9,4,0,0,58.6
C004,Sehore,Soybean,61,29,32,6,8.0,6.34,17,4,0,0,46.5
C002,Ludhiana,Paddy,54,17,37,4,8.0,5.95,8,6,1,0,88.8
C005,Nashik,Wheat,89,45,44,5,5.0,8.34,13,0,1,0,70.1
C003,Indore,Soybean,70,48,22,5,8.0,5.65,8,0,1,0,41.8
C005,Nashik,Paddy,39,21,18,4,6.0,3.46,16,3,0,0,28.7
C002,Ludhiana,Mustard,57,45,12,6,6.0,3.97,10,5,0,0,13.7
C003,Indore,Soybean,76,41,35,3,5.0,9.48,13,3,0,0,75.4
C003,Indore,Paddy,47,16,31,6,6.0,9.31,13,3,0,0,42.8
C004,Sehore,Gram,60,38,22,3,5.0,6.86,18,2,0,0,40.7
C005,Nashik,Wheat,52,28,24,6,7.0,2.21,18,3,0,0,32.7
C005,Nashik,Mustard,57,36,21,2,8.0,8.18,12,6,1,0,121.3
C003,Indore,Maize,81,37,44,6,4.0,8.59,9,6,1,0,38.9
C004,Sehore,Paddy,84,50,34,2,5.0,4.67,11,2,0,0,108.7
C003,Indore,Paddy,31,25,6,5,6.0,4.35,9,2,0,0,6.7
C002,Ludhiana,Maize,58,18,40,3,6.0,8.54,15,5,0,0,84.9
C002,Ludhiana,Soybean,9,6,3,5,6.0,9.68,12,6,1,0,7.0
C001,Karnal,Mustard,39,16,23,2,4.0,5.65,17,4,0,0,47.2
C005,Nashik,Gram,47,43,4,5,8.0,7.86,10,6,1,0,6.9
C002,Ludhiana,Paddy,63,27,36,6,8.0,5.22,10,2,0,0,54.0
C004,Sehore,Soybean,75,37,38,2,6.0,5.32,15,4,0,0,117.8
C002,Ludhiana,Paddy,59,26,33,5,6.0,9.87,18,2,0,0,42.9
C005,Nashik,Soybean,63,23,40,4,6.0,3.42,10,2,0,0,66.4
C001,Karnal,Maize,15,13,2,5,6.0,9.46,8,0,1,0,4.2
C003,Indore,Maize,61,19,42,3,8.0,2.58,11,1,0,0,146.3
C001,Karnal,Mustard,19,5,14,4,4.0,4.59,15,0,1,0,18.3
C004,Sehore,Gram,43,24,19,3,4.0,4.27,16,4,0,0,27.2
C005,Nashik,Maize,81,49,32,5,5.0,9.92,11,3,0,0,44.4
C004,Sehore,Maize,15,5,10,4,7.0,3.04,16,5,0,0,20.4
C003,Indore,Paddy,30,16,14,2,8.0,7.66,9,5,0,0,59.0
C002,Ludhiana,Paddy,47,5,42,6,5.0,7.02,17,0,1,0,46.2
C001,Karnal,Gram,53,36,17,3,7.0,3.28,16,3,0,0,41.8
C004,Sehore,Soybean,77,34,43,6,4.0,3.42,10,2,0,0,33.1
C003,Indore,Gram,38,29,9,4,7.0,3.24,17,0,1,0,19.7
C005,Nashik,Maize,83,40,43,5,7.0,3.93,9,3,0,0,66.8
C004,Sehore,Wheat,39,34,5,5,5.0,7.5,11,3,0,0,7.8
C005,Nashik,Maize,27,25,2,6,5.0,3.45,10,4,0,0,3.5
C002,Ludhiana,Maize,39,32,7,5,5.0,8.4,18,6,1,0,9.5
C002,Ludhiana,Gram,31,15,16,6,5.0,4.6,13,5,0,0,19.7
C005,Nashik,Paddy,42,22,20,4,8.0,5.34,15,5,0,0,43.3
C004,Sehore,Paddy,39,20,19,3,7.0,9.54,17,2,0,0,45.6
C004,Sehore,Gram,72,43,29,2,5.0,8.6,17,3,0,1,61.8
C004,Sehore,Wheat,42,20,22,3,4.0,7.33,17,3,0,0,33.6
C001,Karnal,Paddy,51,42,9,5,6.0,9.61,16,1,0,0,10.0
C001,Karnal,Paddy,44,40,4,4,7.0,3.51,8,0,1,0,8.7
C005,Nashik,Maize,70,37,33,5,8.0,8.91,15,2,0,0,57.5
C003,Indore,Maize,32,20,12,6,6.0,7.1,14,0,1,0,20.4
C001,Karnal,Paddy,40,20,20,2,6.0,9.38,18,0,1,0,72.8
C005,Nashik,Mustard,32,27,5,2,7.0,8.68,10,1,0,0,18.4
C001,Karnal,Wheat,53,42,11,3,8.0,7.99,18,0,1,0,33.8
C003,Indore,Maize,48,44,4,6,5.0,8.59,8,4,0,0,3.7
C002,Ludhiana,Maize,49,43,6,6,7.0,9.74,10,3,0,1,4.9
C002,Ludhiana,Wheat,56,48,8,3,5.0,9.39,15,3,0,0,14.9
C001,Karnal,Wheat,20,12,8,6,4.0,5.06,9,1,0,0,4.5
C005,Nashik,Maize,35,26,9,2,7.0,7.29,16,6,1,0,36.3
C005,Nashik,Maize,60,41,19,3,4.0,3.54,14,2,0,0,32.0
C002,Ludhiana,Soybean,21,14,7,4,8.0,8.11,12,1,0,0,17.5
C005,Nashik,Maize,35,26,9,5,8.0,8.88,17,5,0,0,14.0
C005,Nashik,Mustard,44,42,2,5,5.0,3.55,13,2,0,0,4.1
C001,Karnal,Maize,84,41,43,2,5.0,6.77,10,6,1,0,128.8
C001,Karnal,Wheat,22,14,8,3,7.0,4.2,14,2,0,0,24.5
C004,Sehore,Mustard,23,21,2,3,5.0,9.53,10,0,1,0,4.0
C001,Karnal,Soybean,55,15,40,2,6.0,5.83,16,3,0,0,123.5
C005,Nashik,Wheat,60,32,28,5,4.0,8.9,8,3,0,0,24.3
C003,Indore,Gram,42,21,21,2,6.0,9.62,10,6,1,0,75.5
C001,Karnal,Paddy,24,8,16,4,4.0,3.0,17,2,0,0,17.5
C004,Sehore,Gram,52,24,28,5,6.0,6.98,13,3,0,0,46.5
C003,Indore,Mustard,32,20,12,4,7.0,4.01,9,1,0,0,21.4
C004,Sehore,Wheat,44,8,36,2,4.0,8.15,16,0,1,0,85.2
C004,Sehore,Gram,59,30,29,3,4.0,4.21,9,3,0,0,42.2
C005,Nashik,Wheat,71,28,43,6,4.0,5.58,10,4,0,1,29.0
C003,Indore,Maize,23,17,6,2,7.0,6.07,14,3,0,0,25.2
C002,Ludhiana,Mustard,47,28,19,2,4.0,9.76,12,3,0,0,51.0
C002,Ludhiana,Wheat,43,41,2,3,4.0,5.48,13,4,0,0,4.3
C004,Sehore,Soybean,53,36,17,5,8.0,2.24,9,4,0,1,22.6
C002,Ludhiana,Gram,50,21,29,5,5.0,8.71,14,3,0,0,38.0
C005,Nashik,Wheat,58,49,9,6,5.0,8.83,8,0,1,0,8.8
C004,Sehore,Soybean,67,45,22,2,6.0,6.71,9,6,1,0,78.3
C004,Sehore,Maize,24,7,17,5,4.0,2.16,18,2,0,0,15.8
C005,Nashik,Wheat,42,5,37,6,6.0,4.52,18,5,0,0,42.6
C001,Karnal,Mustard,40,7,33,6,8.0,8.46,12,5,0,0,60.2
C004,Sehore,Gram,60,19,41,6,7.0,7.18,11,3,0,0,65.5
C004,Sehore,Soybean,30,11,19,6,8.0,5.29,14,0,1,0,38.6
C001,Karnal,Soybean,38,20,18,5,8.0,3.87,10,6,1,0,34.0
C005,Nashik,Maize,61,42,19,6,8.0,6.55,9,4,0,0,25.7
C003,Indore,Paddy,20,18,2,5,5.0,5.74,16,3,0,0,2.4
C002,Ludhiana,Wheat,19,15,4,2,7.0,7.29,18,0,1,0,17.2
C003,Indore,Wheat,44,28,16,6,4.0,7.47,17,4,0,0,12.6
C005,Nashik,Soybean,39,33,6,3,4.0,9.7,16,4,0,0,10.6
C005,Nashik,Wheat,47,21,26,2,8.0,4.43,10,1,0,0,106.9
C003,Indore,Gram,70,33,37,6,5.0,9.78,13,3,0,0,43.1
C001,Karnal,Wheat,34,31,3,4,8.0,5.79,15,5,0,0,7.7
C002,Ludhiana,Soybean,63,43,20,6,4.0,5.23,18,5,0,0,14.4
C004,Sehore,Maize,54,43,11,6,6.0,7.36,16,4,0,0,13.2
C004,Sehore,Gram,25,7,18,5,4.0,6.71,11,5,0,0,21.8
C001,Karnal,Gram,55,32,23,5,4.0,2.35,16,5,0,0,21.1
C005,Nashik,Gram,52,27,25,3,6.0,2.86,15,4,0,0,54.2
C004,Sehore,Paddy,70,31,39,4,4.0,7.62,12,6,1,0,60.3
C002,Ludhiana,Maize,34,6,28,4,8.0,4.13,16,2,0,0,59.1
C002,Ludhiana,Gram,39,14,25,4,4.0,3.28,13,4,0,0,35.6
C004,Sehore,Mustard,14,5,9,6,8.0,6.02,17,6,1,0,13.9
C004,Sehore,Gram,47,7,40,6,5.0,9.04,10,2,0,0,36.7
C005,Nashik,Soybean,37,32,5,6,8.0,2.18,9,0,1,0,7.1
C001,Karnal,Gram,86,43,43,3,6.0,7.12,10,6,1,0,104.9
C001,Karnal,Paddy,32,5,27,3,7.0,4.73,11,0,1,0,93.1
C005,Nashik,Wheat,51,6,45,5,6.0,9.28,13,2,0,0,72.9
C003,Indore,Wheat,53,25,28,6,4.0,7.2,11,5,0,0,24.8
C005,Nashik,Soybean,66,35,31,5,4.0,9.17,9,6,1,0,33.0
C005,Nashik,Gram,48,7,41,6,8.0,6.37,8,6,1,0,69.1
C002,Ludhiana,Wheat,51,22,29,4,4.0,5.31,9,6,1,0,36.1
C002,Ludhiana,Soybean,67,32,35,5,6.0,6.93,16,4,0,0,45.2
C005,Nashik,Soybean,53,24,29,6,8.0,9.44,14,4,0,0,53.4
C001,Karnal,Mustard,42,25,17,4,8.0,8.43,8,0,1,0,39.7
C005,Nashik,Maize,79,35,44,3,4.0,9.96,11,5,0,0,80.2
C001,Karnal,Mustard,41,10,31,2,4.0,5.38,8,1,0,0,65.9
C005,Nashik,Soybean,41,20,21,3,7.0,5.29,18,1,0,0,51.8
C003,Indore,Mustard,61,36,25,6,4.0,2.06,8,4,0,0,20.0
C002,Ludhiana,Mustard,33,16,17,6,8.0,2.38,14,3,0,0,29.5
C005,Nashik,Gram,63,31,32,5,7.0,2.4,14,2,0,0,61.1
C003,Indore,Mustard,65,33,32,5,6.0,4.72,8,4,0,0,44.1
C003,Indore,Paddy,45,6,39,3,8.0,5.4,11,6,1,0,153.2
C004,Sehore,Soybean,53,26,27,3,5.0,7.6,8,0,1,0,54.3
C005,Nashik,Mustard,50,49,1,3,4.0,9.46,14,1,0,0,1
C002,Ludhiana,Mustard,63,35,28,3,7.0,7.55,15,2,0,0,69.7
C005,Nashik,Wheat,17,10,7,5,4.0,3.42,9,0,1,0,9.2
C005,Nashik,Mustard,70,29,41,6,8.0,9.95,8,6,1,0,67.9
C001,Karnal,Soybean,61,35,26,6,8.0,7.69,16,1,0,0,36.1
C005,Nashik,Gram,23,22,1,4,7.0,5.57,14,6,1,0,1.3
C004,Sehore,Wheat,19,8,11,3,4.0,3.63,12,1,0,0,21.2
C003,Indore,Paddy,87,42,45,5,6.0,7.84,16,0,1,0,66.9
C002,Ludhiana,Mustard,36,24,12,4,8.0,3.02,18,4,0,0,24.4
C003,Indore,Mustard,11,7,4,4,6.0,7.41,14,2,0,0,7.4
C004,Sehore,Mustard,17,12,5,3,5.0,3.12,11,1,0,0,13.0
C003,Indore,Gram,88,44,44,6,7.0,7.87,9,3,0,0,57.7
C002,Ludhiana,Paddy,47,15,32,4,5.0,2.25,16,4,0,0,42.5
C001,Karnal,Soybean,81,39,42,4,4.0,2.49,9,4,0,0,48.9
C001,Karnal,Mustard,32,29,3,4,5.0,6.87,11,2,0,0,5.1
C002,Ludhiana,Mustard,41,19,22,6,5.0,9.05,8,0,1,0,25.2
C001,Karnal,Gram,64,35,29,2,7.0,6.04,16,0,1,0,119.6
C002,Ludhiana,Mustard,71,28,43,4,6.0,4.09,14,0,1,0,96.7
C005,Nashik,Mustard,83,44,39,2,7.0,3.74,16,0,1,0,162.4
C003,Indore,Paddy,49,39,10,6,4.0,5.65,16,4,0,0,9.4
C004,Sehore,Gram,70,42,28,6,8.0,6.22,10,6,1,0,44.5
C003,Indore,Soybean,42,11,31,6,5.0,4.19,15,5,0,0,29.1
C001,Karnal,Wheat,75,50,25,6,8.0,4.02,12,1,0,0,46.0
C002,Ludhiana,Gram,54,20,34,5,5.0,3.91,9,1,0,0,40.0
C005,Nashik,Soybean,52,41,11,2,7.0,3.68,10,4,0,0,41.5
C005,Nashik,Gram,22,12,10,3,5.0,2.36,9,0,1,0,19.1
C001,Karnal,Wheat,59,34,25,2,8.0,5.47,9,0,1,0,118.0
C005,Nashik,Maize,37,12,25,6,7.0,2.09,9,6,1,0,36.0
C001,Karnal,Mustard,59,23,36,2,5.0,9.43,18,1,0,0,92.7
C005,Nashik,Wheat,67,40,27,5,6.0,7.13,11,2,0,0,45.2
C005,Nashik,Mustard,18,17,1,2,4.0,7.87,8,3,0,0,1.7
C002,Ludhiana,Wheat,64,42,22,4,6.0,5.03,9,2,0,1,29.8
C004,Sehore,Soybean,28,10,18,5,7.0,2.59,18,3,0,0,26.6
C001,Karnal,Maize,24,5,19,2,5.0,8.46,16,2,0,0,50.2
C005,Nashik,Mustard,41,38,3,6,7.0,6.92,13,6,1,0,4.2
C004,Sehore,Gram,50,14,36,3,6.0,5.02,17,4,0,0,75.0
C005,Nashik,Soybean,54,39,15,2,8.0,5.47,16,4,0,0,62.1
C004,Sehore,Gram,33,28,5,5,8.0,2.25,17,3,0,0,8.4
C001,Karnal,Gram,51,49,2,5,7.0,6.76,10,0,1,0,2.0
C003,Indore,Soybean,52,16,36,6,8.0,5.04,12,0,1,0,71.3
C005,Nashik,Mustard,58,28,30,3,4.0,4.68,13,0,1,0,60.9
C001,Karnal,Maize,48,29,19,3,7.0,6.82,9,0,1,0,54.5
C005,Nashik,Paddy,89,50,39,4,4.0,6.74,10,3,0,0,42.3
C005,Nashik,Soybean,47,9,38,4,8.0,5.59,12,5,0,0,98.6
C002,Ludhiana,Wheat,67,23,44,6,6.0,4.98,8,2,0,0,49.3
C001,Karnal,Gram,60,36,24,3,5.0,8.64,17,0,1,0,47.1
C004,Sehore,Paddy,26,8,18,4,7.0,5.67,11,6,1,0,48.8
C004,Sehore,Paddy,80,44,36,6,5.0,4.62,12,0,1,0,47.4
C005,Nashik,Paddy,49,20,29,3,6.0,2.72,14,0,1,0,88.6
C003,Indore,Wheat,31,27,4,5,4.0,9.54,18,5,0,0,1.9
C001,Karnal,Gram,56,16,40,4,4.0,8.75,9,6,1,0,50.1
C004,Sehore,Wheat,48,33,15,2,6.0,2.43,17,1,0,0,44.9
C001,Karnal,Soybean,49,5,44,6,6.0,2.04,15,2,0,0,50.6
C001,Karnal,Gram,86,50,36,6,6.0,4.62,12,1,0,0,47.9
C005,Nashik,Gram,78,40,38,5,7.0,6.58,14,2,0,0,70.1
C004,Sehore,Wheat,77,37,40,5,4.0,9.41,15,1,0,0,38.0
C001,Karnal,Paddy,43,26,17,2,4.0,2.36,13,6,1,0,51.4
C002,Ludhiana,Maize,53,23,30,3,4.0,3.71,13,3,0,0,54.7
C002,Ludhiana,Mustard,42,8,34,3,7.0,5.25,12,4,0,0,104.2
C004,Sehore,Paddy,65,50,15,6,8.0,9.97,12,4,0,0,27.0
C002,Ludhiana,Mustard,65,24,41,3,7.0,5.25,10,4,0,1,80.8
C004,Sehore,Soybean,54,28,26,4,4.0,5.59,13,2,0,0,37.5
C002,Ludhiana,Paddy,44,43,1,6,5.0,2.27,13,6,1,0,1
C003,Indore,Maize,26,19,7,2,8.0,2.8,9,0,1,0,33.1
C004,Sehore,Wheat,36,26,10,6,4.0,8.44,15,5,0,0,8.6
C002,Ludhiana,Paddy,68,28,40,2,7.0,9.36,13,6,1,0,205.1
C001,Karnal,Maize,53,47,6,3,4.0,3.08,15,2,0,0,10.3
C003,Indore,Wheat,76,49,27,2,5.0,9.35,9,2,0,0,69.6
C002,Ludhiana,Mustard,74,45,29,6,6.0,9.12,13,0,1,0,43.3
C004,Sehore,Wheat,43,34,9,5,5.0,6.76,8,2,0,0,10.4
C003,Indore,Maize,52,9,43,2,5.0,2.39,14,2,0,0,140.0
C003,Indore,Maize,87,42,45,2,5.0,2.95,12,2,0,0,144.2
C002,Ludhiana,Soybean,89,49,40,2,8.0,9.78,12,0,1,0,234.0
C005,Nashik,Wheat,84,44,40,3,6.0,9.14,16,2,0,0,85.8
C003,Indore,Maize,17,7,10,6,6.0,4.89,9,0,1,0,14.6
C005,Nashik,Gram,67,41,26,2,4.0,5.43,16,0,1,0,62.5
C004,Sehore,Soybean,65,20,45,4,4.0,9.97,16,2,0,0,48.9
C002,Ludhiana,Maize,43,24,19,3,8.0,6.65,13,6,1,0,73.1
C004,Sehore,Soybean,47,25,22,5,5.0,2.06,10,5,0,0,22.7
C004,Sehore,Paddy,30,13,17,5,6.0,9.19,10,2,0,0,22.6
C002,Ludhiana,Gram,84,41,43,2,5.0,7.62,10,1,0,0,111.9
C001,Karnal,Wheat,44,7,37,2,4.0,7.15,14,6,1,0,110.2
C001,Karnal,Maize,64,37,27,6,8.0,4.03,8,1,0,0,37.7
C004,Sehore,Soybean,53,44,9,5,5.0,9.42,12,5,0,0,14.2
C004,Sehore,Mustard,68,33,35,6,8.0,4.59,17,6,1,0,56.6
C005,Nashik,Soybean,33,7,26,4,5.0,3.85,11,3,0,0,45.3
C001,Karnal,Maize,51,27,24,3,7.0,6.17,9,2,0,0,58.7
C001,Karnal,Maize,34,33,1,6,5.0,2.92,13,6,1,0,2.2
C005,Nashik,Wheat,77,49,28,3,5.0,9.66,9,5,0,0,50.9
C002,Ludhiana,Wheat,46,38,8,4,8.0,6.58,15,5,0,1,13.2
C001,Karnal,Soybean,65,32,33,2,4.0,3.69,13,2,0,0,84.8
C005,Nashik,Mustard,80,35,45,6,7.0,3.34,9,3,0,0,56.1
C001,Karnal,Mustard,84,49,35,3,7.0,6.83,11,0,1,0,121.1
C002,Ludhiana,Gram,49,37,12,6,7.0,4.21,12,6,1,0,19.9
C005,Nashik,Paddy,16,5,11,3,7.0,2.43,16,1,0,0,27.1
C002,Ludhiana,Paddy,27,10,17,3,4.0,4.22,15,2,0,0,25.6
C005,Nashik,Maize,55,28,27,2,4.0,6.62,11,5,0,1,55.7
C001,Karnal,Paddy,26,22,4,2,5.0,9.5,10,1,0,0,9.0
C004,Sehore,Soybean,56,11,45,4,5.0,3.95,11,0,1,0,87.3
C005,Nashik,Wheat,35,31,4,5,6.0,4.03,11,0,1,0,8.7
C003,Indore,Maize,63,34,29,6,5.0,5.68,14,4,0,0,33.8
C002,Ludhiana,Wheat,49,10,39,2,5.0,5.33,18,5,0,0,101.4
C005,Nashik,Wheat,52,18,34,3,8.0,2.95,8,2,0,0,96.6
C005,Nashik,Mustard,55,30,25,2,8.0,3.3,17,0,1,0,116.8
C001,Karnal,Soybean,41,8,33,5,4.0,4.94,16,2,0,0,30.0
C004,Sehore,Soybean,64,49,15,2,7.0,5.15,10,0,1,0,63.4
C003,Indore,Mustard,61,23,38,2,6.0,8.23,12,2,0,0,146.8
C004,Sehore,Soybean,56,17,39,3,6.0,7.74,17,3,0,0,81.9
C005,Nashik,Soybean,26,13,13,3,7.0,8.77,14,1,0,0,40.8
C001,Karnal,Mustard,45,31,14,3,6.0,7.32,13,5,0,0,36.0
C002,Ludhiana,Wheat,48,7,41,6,8.0,6.27,15,4,0,0,60.1
C005,Nashik,Soybean,70,50,20,3,5.0,2.68,17,4,0,0,34.8
C002,Ludhiana,Gram,32,23,9,4,5.0,9.58,10,2,0,0,11.8
C002,Ludhiana,Paddy,20,7,13,3,6.0,8.47,11,0,1,0,40.3
C005,Nashik,Soybean,46,22,24,5,4.0,4.96,15,6,1,0,26.6
C005,Nashik,Maize,56,34,22,4,7.0,5.21,12,5,0,0,52.4
C003,Indore,Paddy,56,28,28,4,5.0,6.51,12,3,0,0,48.0
C005,Nashik,Soybean,36,22,14,2,7.0,3.01,10,2,0,0,48.8
C001,Karnal,Gram,57,37,20,4,8.0,2.7,13,1,0,0,52.8
C003,Indore,Mustard,50,24,26,6,7.0,8.75,10,0,1,0,37.0
C004,Sehore,Mustard,74,50,24,3,5.0,6.71,9,2,0,0,41.4
C003,Indore,Wheat,55,17,38,4,8.0,3.98,10,3,0,0,79.8
C003,Indore,Mustard,70,41,29,3,4.0,5.3,18,6,1,0,46.4
C001,Karnal,Wheat,70,38,32,6,4.0,8.58,10,1,0,0,23.5
C005,Nashik,Soybean,43,25,18,2,8.0,3.25,13,6,1,0,104.8
C002,Ludhiana,Soybean,39,22,17,6,7.0,8.75,18,5,0,0,20.3
C002,Ludhiana,Maize,83,38,45,3,4.0,5.29,13,5,0,0,79.3
C004,Sehore,Soybean,69,32,37,5,5.0,5.2,13,3,0,0,50.6
C001,Karnal,Mustard,90,49,41,2,4.0,4.86,10,6,1,0,99.4
C001,Karnal,Mustard,50,7,43,4,8.0,2.29,10,3,0,0,89.9
C002,Ludhiana,Wheat,55,34,21,4,5.0,7.3,11,0,1,0,40.7
C002,Ludhiana,Gram,64,38,26,2,5.0,8.45,9,3,0,0,69.8
C002,Ludhiana,Wheat,67,27,40,3,7.0,4.81,10,4,0,0,96.8
C001,Karnal,Gram,77,36,41,3,8.0,8.27,13,1,0,0,143.5
C003,Indore,Maize,25,15,10,3,5.0,3.21,15,1,0,0,16.6
C005,Nashik,Gram,24,23,1,6,5.0,4.91,15,5,0,0,2.5
C002,Ludhiana,Mustard,47,32,15,3,5.0,5.41,16,2,0,0,26.7
C001,Karnal,Wheat,40,37,3,6,7.0,3.5,17,3,0,0,2.3
C005,Nashik,Paddy,14,11,3,3,7.0,2.11,9,1,0,0,6.8
C005,Nashik,Paddy,57,16,41,6,8.0,7.65,15,5,0,0,60.1
C003,Indore,Gram,48,17,31,4,7.0,4.59,12,1,0,0,73.5
C002,Ludhiana,Maize,61,50,11,3,5.0,6.07,18,0,1,0,21.6
C002,Ludhiana,Mustard,60,50,10,6,8.0,8.53,18,5,0,0,13.2
C003,Indore,Soybean,56,44,12,2,7.0,9.94,13,1,0,0,52.1
C004,Sehore,Paddy,51,46,5,5,5.0,2.92,8,2,0,0,6.8
C003,Indore,Wheat,79,47,32,3,4.0,4.52,16,2,0,0,47.1
C003,Indore,Paddy,44,29,15,2,4.0,3.4,18,0,1,0,35.4
C004,Sehore,Paddy,71,28,43,6,7.0,5.09,13,5,0,0,67.8
C003,Indore,Mustard,21,16,5,4,8.0,9.49,18,0,1,0,11.8
C003,Indore,Wheat,70,26,44,2,8.0,4.64,12,0,1,0,259.0
C005,Nashik,Maize,56,42,14,5,8.0,4.57,16,3,0,0,22.8
C004,Sehore,Wheat,32,15,17,3,4.0,5.48,10,5,0,1,20.7
C004,Sehore,Wheat,34,24,10,3,4.0,2.59,11,4,0,0,18.7
C005,Nashik,Soybean,83,46,37,5,8.0,5.63,8,4,0,0,63.5
C001,Karnal,Paddy,50,19,31,5,7.0,2.64,17,6,1,0,53.4
C004,Sehore,Maize,71,49,22,2,7.0,6.61,16,4,0,0,80.2
C004,Sehore,Mustard,89,48,41,3,5.0,6.57,12,1,0,0,88.7
C004,Sehore,Mustard,39,37,2,4,5.0,7.38,17,5,0,0,1.7
C002,Ludhiana,Wheat,47,9,38,3,4.0,4.82,8,6,1,0,64.1
C003,Indore,Mustard,54,35,19,6,7.0,2.06,8,0,1,0,29.6
C004,Sehore,Soybean,82,47,35,4,6.0,8.1,15,3,0,0,56.5
C004,Sehore,Mustard,42,29,13,2,7.0,9.12,14,5,0,0,57.5
C003,Indore,Wheat,43,27,16,2,7.0,4.52,11,3,0,0,72.3
C004,Sehore,Mustard,56,16,40,6,7.0,9.7,15,0,1,0,59.0
C003,Indore,Paddy,40,25,15,6,7.0,3.65,13,4,0,0,21.7
C003,Indore,Mustard,49,15,34,2,5.0,5.7,18,1,0,0,88.0
C001,Karnal,Mustard,78,44,34,6,6.0,8.8,17,6,1,0,42.8
C003,Indore,Soybean,46,26,20,5,5.0,8.03,12,5,0,0,28.2
C001,Karnal,Mustard,67,41,26,6,4.0,9.42,17,1,0,0,19.4
C003,Indore,Mustard,38,19,19,6,7.0,6.6,12,3,0,0,30.1
C005,Nashik,Paddy,46,42,4,3,5.0,4.63,14,1,0,0,8.7
C002,Ludhiana,Gram,60,22,38,6,8.0,2.8,10,0,1,0,64.8
C005,Nashik,Soybean,61,16,45,3,4.0,2.92,15,6,1,0,73.7
C005,Nashik,Mustard,91,50,41,3,6.0,8.27,13,2,0,0,107.8
C002,Ludhiana,Wheat,27,24,3,3,4.0,4.23,14,6,1,0,7.8
